Timestamp,VehicleId,RowIndex,VoltageRMSMin,VoltageRMSAvg,VoltageRMSMax,CurrentRMSMin,CurrentRMSAvg,CurrentRMSMax,RealPowerMin,RealPowerAvg,RealPowerMax,ReactivePowerMin,ReactivePowerAvg,ReactivePowerMax,ApparentPowerMin,ApparentPowerAvg,ApparentPowerMax,FrequencyMin,FrequencyAvg,FrequencyMax
2025-10-02 08:09:33, Peugeot_e-208. Min voltage must be <= Avg <= Max.
2025-10-02 08:09:40, Peugeot_e-208. Min voltage must be <= Avg <= Max.
2025-10-02 08:09:40, Peugeot_e-208. Min voltage must be <= Avg <= Max.
2025-10-02 08:09:41, Peugeot_e-208. Min voltage must be <= Avg <= Max.
2025-10-02 08:09:42, Peugeot_e-208. Min voltage must be <= Avg <= Max.
2025-10-02 08:09:42, Peugeot_e-208. Min voltage must be <= Avg <= Max.
2025-10-02 08:09:43, Peugeot_e-208. Min voltage must be <= Avg <= Max.
2025-10-02 08:09:43, Peugeot_e-208. Min voltage must be <= Avg <= Max.
2025-10-02 08:09:44, Peugeot_e-208. Min voltage must be <= Avg <= Max.
2025-10-02 08:09:44, Peugeot_e-208. Min voltage must be <= Avg <= Max.
