Timestamp,VehicleId,RowIndex,VoltageRMSMin,VoltageRMSAvg,VoltageRMSMax,CurrentRMSMin,CurrentRMSAvg,CurrentRMSMax,RealPowerMin,RealPowerAvg,RealPowerMax,ReactivePowerMin,ReactivePowerAvg,ReactivePowerMax,ApparentPowerMin,ApparentPowerAvg,ApparentPowerMax,FrequencyMin,FrequencyAvg,FrequencyMax
2024-01-01 10:00:00,Nissan_Leaf,1,223,233,243,10,15,20,2230,3495,4860,100,200,300,2280,3545,4910,49,85,49,95,50,05
2024-01-01 10:00:01,Nissan_Leaf,2,226,236,246,24,29,34,5424,6844,8364,110,210,310,5474,6894,8414,49,85,49,95,50,05
2024-01-01 10:00:02,Nissan_Leaf,3,220,230,240,17,22,27,3740,5060,6480,120,220,320,3790,5110,6530,50,04,50,14,50,24
2024-01-01 10:00:03,Nissan_Leaf,4,228,238,248,16,21,26,3648,4998,6448,130,230,330,3698,5048,6498,49,95,50,05,50,15
2024-01-01 10:00:04,Nissan_Leaf,5,221,231,241,17,22,27,3757,5082,6507,140,240,340,3807,5132,6557,50,15,50,25,50,35
2024-01-01 10:00:05,Nissan_Leaf,6,238,248,258,15,20,25,3570,4960,6450,150,250,350,3620,5010,6500,49,8,49,9,50
2024-01-01 10:00:06,Nissan_Leaf,7,230,240,250,20,25,30,4600,6000,7500,160,260,360,4650,6050,7550,50,2,50,3,50,4
2024-01-01 10:00:07,Nissan_Leaf,8,228,238,248,15,20,25,3420,4760,6200,170,270,370,3470,4810,6250,49,82,49,92,50,02
2024-01-01 10:00:08,Nissan_Leaf,9,226,236,246,10,15,20,2260,3540,4920,180,280,380,2310,3590,4970,50,12,50,22,50,32
2024-01-01 10:00:09,Nissan_Leaf,10,220,230,240,11,16,21,2420,3680,5040,190,290,390,2470,3730,5090,50,17,50,27,50,37
