Timestamp,VoltageRMSMin,VoltageRMSAvg,VoltageRMSMax,CurrentRMSMin,CurrentRMSAvg,CurrentRMSMax,RealPowerMin,RealPowerAvg,RealPowerMax,ReactivePowerMin,ReactivePowerAvg,ReactivePowerMax,ApparentPowerMin,ApparentPowerAvg,ApparentPowerMax,FrequencyMin,FrequencyAvg,FrequencyMax
2024-01-01 10:00:00,222,0,232,0,242,0,19,0,24,0,29,0,4218,5568,7018,100,200,300,4268,5618,7068,50,02,50,12,50,22
2024-01-01 10:00:01,239,0,249,0,259,0,16,0,21,0,26,0,3824,5229,6734,110,210,310,3874,5279,6784,49,88,49,98,50,08
2024-01-01 10:00:02,237,0,247,0,257,0,12,0,17,0,22,0,2844,4199,5654,120,220,320,2894,4249,5704,49,81,49,91,50,01
2024-01-01 10:00:03,232,0,242,0,252,0,10,0,15,0,20,0,2320,3630,5040,130,230,330,2370,3680,5090,50,15,50,25,50,35
2024-01-01 10:00:04,220,0,230,0,240,0,21,0,26,0,31,0,4620,5980,7440,140,240,340,4670,6030,7490,50,19,50,29,50,39
2024-01-01 10:00:05,223,0,233,0,243,0,13,0,18,0,23,0,2899,4194,5589,150,250,350,2949,4244,5639,49,83,49,93,50,03
2024-01-01 10:00:06,222,0,232,0,242,0,10,0,15,0,20,0,2220,3480,4840,160,260,360,2270,3530,4890,49,98,50,08,50,18
2024-01-01 10:00:07,221,0,231,0,241,0,22,0,27,0,32,0,4862,6237,7712,170,270,370,4912,6287,7762,50,19,50,29,50,39
2024-01-01 10:00:08,227,0,237,0,247,0,15,0,20,0,25,0,3405,4740,6175,180,280,380,3455,4790,6225,50,01,50,11,50,21
2024-01-01 10:00:09,223,0,233,0,243,0,24,0,29,0,34,0,5352,6757,8262,190,290,390,5402,6807,8312,49,86,49,96,50,06
