Timestamp,VoltageRMSMin,VoltageRMSAvg,VoltageRMSMax,CurrentRMSMin,CurrentRMSAvg,CurrentRMSMax,RealPowerMin,RealPowerAvg,RealPowerMax,ReactivePowerMin,ReactivePowerAvg,ReactivePowerMax,ApparentPowerMin,ApparentPowerAvg,ApparentPowerMax,FrequencyMin,FrequencyAvg,FrequencyMax
2024-01-01 10:00:00,229,0,239,0,249,0,13,0,18,0,23,0,2977,4302,5727,100,200,300,3027,4352,5777,50,16,50,26,50,36
2024-01-01 10:00:01,225,0,235,0,245,0,18,0,23,0,28,0,4050,5405,6860,110,210,310,4100,5455,6910,50,07,50,17,50,27
2024-01-01 10:00:02,220,0,230,0,240,0,21,0,26,0,31,0,4620,5980,7440,120,220,320,4670,6030,7490,50,13,50,23,50,33
2024-01-01 10:00:03,239,0,249,0,259,0,16,0,21,0,26,0,3824,5229,6734,130,230,330,3874,5279,6784,50,16,50,26,50,36
2024-01-01 10:00:04,229,0,239,0,249,0,15,0,20,0,25,0,3435,4780,6225,140,240,340,3485,4830,6275,49,86,49,96,50,06
2024-01-01 10:00:05,225,0,235,0,245,0,24,0,29,0,34,0,5400,6815,8330,150,250,350,5450,6865,8380,49,82,49,92,50,02
2024-01-01 10:00:06,225,0,235,0,245,0,23,0,28,0,33,0,5175,6580,8085,160,260,360,5225,6630,8135,49,96,50,06,50,16
2024-01-01 10:00:07,222,0,232,0,242,0,16,0,21,0,26,0,3552,4872,6292,170,270,370,3602,4922,6342,49,81,49,91,50,01
2024-01-01 10:00:08,222,0,232,0,242,0,14,0,19,0,24,0,3108,4408,5808,180,280,380,3158,4458,5858,49,97,50,07,50,17
2024-01-01 10:00:09,237,0,247,0,257,0,11,0,16,0,21,0,2607,3952,5397,190,290,390,2657,4002,5447,49,86,49,96,50,06
