Timestamp,VehicleId,RowIndex,VoltageRMSMin,VoltageRMSAvg,VoltageRMSMax,CurrentRMSMin,CurrentRMSAvg,CurrentRMSMax,RealPowerMin,RealPowerAvg,RealPowerMax,ReactivePowerMin,ReactivePowerAvg,ReactivePowerMax,ApparentPowerMin,ApparentPowerAvg,ApparentPowerMax,FrequencyMin,FrequencyAvg,FrequencyMax
2024-01-01 10:00:00,Tesla_Model_S,1,233,243,253,16,21,26,3728,5103,6578,100,200,300,3778,5153,6628,50,03,50,13,50,23
2024-01-01 10:00:01,Tesla_Model_S,2,223,233,243,24,29,34,5352,6757,8262,110,210,310,5402,6807,8312,49,97,50,07,50,17
2024-01-01 10:00:02,Tesla_Model_S,3,236,246,256,13,18,23,3068,4428,5888,120,220,320,3118,4478,5938,50,06,50,16,50,26
2024-01-01 10:00:03,Tesla_Model_S,4,224,234,244,22,27,32,4928,6318,7808,130,230,330,4978,6368,7858,50,12,50,22,50,32
2024-01-01 10:00:04,Tesla_Model_S,5,239,249,259,18,23,28,4302,5727,7252,140,240,340,4352,5777,7302,49,95,50,05,50,15
2024-01-01 10:00:05,Tesla_Model_S,6,220,230,240,24,29,34,5280,6670,8160,150,250,350,5330,6720,8210,49,85,49,95,50,05
2024-01-01 10:00:06,Tesla_Model_S,7,229,239,249,24,29,34,5496,6931,8466,160,260,360,5546,6981,8516,49,96,50,06,50,16
2024-01-01 10:00:07,Tesla_Model_S,8,232,242,252,14,19,24,3248,4598,6048,170,270,370,3298,4648,6098,50,18,50,28,50,38
2024-01-01 10:00:08,Tesla_Model_S,9,222,232,242,20,25,30,4440,5800,7260,180,280,380,4490,5850,7310,49,81,49,91,50,01
2024-01-01 10:00:09,Tesla_Model_S,10,229,239,249,13,18,23,2977,4302,5727,190,290,390,3027,4352,5777,49,96,50,06,50,16
