Timestamp,VoltageRMSMin,VoltageRMSAvg,VoltageRMSMax,CurrentRMSMin,CurrentRMSAvg,CurrentRMSMax,RealPowerMin,RealPowerAvg,RealPowerMax,ReactivePowerMin,ReactivePowerAvg,ReactivePowerMax,ApparentPowerMin,ApparentPowerAvg,ApparentPowerMax,FrequencyMin,FrequencyAvg,FrequencyMax
2024-01-01 10:00:00,225,0,235,0,245,0,20,0,25,0,30,0,4500,5875,7350,100,200,300,4550,5925,7400,49,89,49,99,50,09
2024-01-01 10:00:01,231,0,241,0,251,0,16,0,21,0,26,0,3696,5061,6526,110,210,310,3746,5111,6576,49,92,50,02,50,12
2024-01-01 10:00:02,235,0,245,0,255,0,20,0,25,0,30,0,4700,6125,7650,120,220,320,4750,6175,7700,50,15,50,25,50,35
2024-01-01 10:00:03,220,0,230,0,240,0,23,0,28,0,33,0,5060,6440,7920,130,230,330,5110,6490,7970,49,83,49,93,50,03
2024-01-01 10:00:04,226,0,236,0,246,0,23,0,28,0,33,0,5198,6608,8118,140,240,340,5248,6658,8168,50,07,50,17,50,27
2024-01-01 10:00:05,230,0,240,0,250,0,13,0,18,0,23,0,2990,4320,5750,150,250,350,3040,4370,5800,49,92,50,02,50,12
2024-01-01 10:00:06,239,0,249,0,259,0,10,0,15,0,20,0,2390,3735,5180,160,260,360,2440,3785,5230,50,03,50,13,50,23
2024-01-01 10:00:07,233,0,243,0,253,0,11,0,16,0,21,0,2563,3888,5313,170,270,370,2613,3938,5363,50,12,50,22,50,32
2024-01-01 10:00:08,228,0,238,0,248,0,14,0,19,0,24,0,3192,4522,5952,180,280,380,3242,4572,6002,49,87,49,97,50,07
2024-01-01 10:00:09,227,0,237,0,247,0,17,0,22,0,27,0,3859,5214,6669,190,290,390,3909,5264,6719,49,85,49,95,50,05
